duration,protocol_type,service,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
210,icmp,ftp,12177,21911,SH,0,0,2,3,1,0,0,0,0,3,4,1,1,1,141,156,0.35542528944583907,0.6767342129605669,0.5302568701252635,0.3590075897745876,0.4605177198722775,0.840220327155291,0.574627802898058,177,180,0.1005193305331894,0.23146868029818646,0.5177155872361922,0.5137079681082625,0.5682550100904757,0.6435249900105078,0.41069732065058207,0.5133928134559741,r2l
245,udp,ftp,44495,11689,RSTO,0,0,1,1,3,1,4,1,1,3,3,0,2,0,187,123,0.5847270794847291,0.48553117336165874,0.1226163879698452,0.272988251542174,0.9729029469181684,0.27547622095598034,0.5482617505227948,245,171,0.5633156732687589,0.8075327339799842,0.23678020381917075,0.777339109979274,0.7952959987143314,0.8427405647036742,0.42496629009036113,0.04665379164634209,probe
203,tcp,ftp,32354,41079,REJ,1,2,0,2,0,1,0,0,1,8,2,0,2,1,127,109,0.9055022439623761,0.6435979861990005,0.2658347033101546,0.6453700470890413,0.4420236038630475,0.6486463902055941,0.9604598505756399,159,176,0.2728801296612694,0.3706488593050371,0.4401617566941388,0.8842728879215622,0.19027069182381728,0.5715093751286362,0.35998321618194007,0.1354064649767457,u2r
220,icmp,ftp,20234,28315,SF,0,0,1,2,4,1,8,1,0,2,0,0,4,0,167,17,0.7318433514233995,0.8244681387264376,0.26862477437742405,0.6090026171182771,0.6714463932666282,0.14548465594733517,0.4343672693199383,245,205,0.35147355390767554,0.9230030582059611,0.9023667971146391,0.39041551523482587,0.4377230188615191,0.8813071547713145,0.4507178079943529,0.15106169073973208,dos
97,udp,http,33675,33895,SH,0,1,2,2,0,1,8,1,1,5,3,1,4,1,158,155,0.13322226609767407,0.10519608235911382,0.1412951472245596,0.21831198883610892,0.6901821566664973,0.9234334434345078,0.8375000157097633,121,132,0.6677525492772304,0.4122890140527723,0.2753889365854657,0.10649088150370356,0.2187963212920535,0.5037118014779535,0.8320313997770762,0.8206885004374356,normal
145,tcp,http,29529,34466,SH,0,2,1,0,3,0,0,1,1,4,1,1,1,0,134,25,0.3695175183462217,0.7352509516023109,0.04005738953585403,0.653470324582265,0.059445395405921087,0.9803397555064626,0.7506205982787085,62,65,0.5966541822305118,0.15209323660525886,0.23196675885315343,0.16480867959464007,0.12485916901137506,0.9209276267767769,0.7414094807379679,0.2800550421915543,r2l
189,tcp,ftp,36279,27031,S0,1,2,0,4,3,1,9,0,0,7,3,1,0,0,127,73,0.8839082103562451,0.4156640363205133,0.9161449901531372,0.437802866795155,0.09042148880485112,0.44907611238310674,0.1466707696350612,178,205,0.9651487716682231,0.07670611925730297,0.43089876379437986,0.3040014451756231,0.013770976688250669,0.7907286100610779,0.1969492785888507,0.19584763579563513,probe
90,tcp,http,21913,41440,SF,0,1,1,4,1,0,7,0,0,5,2,1,1,0,4,15,0.50151946609362,0.09005419398369274,0.37528162036780244,0.22897793763230312,0.7797795605664685,0.9463357717732285,0.7847444906826871,221,14,0.5321663829284695,0.8630768101536489,0.840218855358534,0.9459122644860245,0.7713255722932674,0.5548975857782866,0.9833528915724549,0.30696649444741475,normal
15,udp,http,26510,29802,S0,0,1,1,1,0,0,2,0,0,6,2,1,1,0,158,147,0.8516117261249725,0.18819204859503436,0.9608848349419148,0.7227701181463753,0.32824192487413706,0.2858311477992457,0.5225533453162828,161,107,0.7878148801994117,0.9908235618672536,0.14770409951984897,0.9003935268160436,0.30624432831881043,0.05338529649368107,0.43058691898484114,0.9309953262373447,normal
122,tcp,domain,15695,42621,S0,1,2,1,3,3,0,6,0,0,5,3,0,2,1,171,56,0.7116637070651245,0.8259256701811155,0.5627259559931578,0.3530247621690843,0.45019342198285794,0.7725540376787247,0.016768805332527448,96,242,0.2290192895084101,0.2760034868881561,0.7919516862769331,0.5597450989733171,0.6521757551291869,0.1626766053273836,0.7318970112448605,0.8645699240109908,probe
62,icmp,http,10643,17895,S0,0,1,2,1,0,0,6,1,1,5,2,1,1,0,78,96,0.5303537822537445,0.31744461308945726,0.7818268112044754,0.12457505627316823,0.8994061884736569,0.48111187040628467,0.9644626286883559,195,169,0.4502726145255178,0.3296260437577331,0.26780560151861454,0.23891241107427375,0.06295704345576314,0.07858806026865417,0.10287339738595958,0.8269958475143087,dos
168,tcp,smtp,17298,40429,SF,0,0,0,4,3,1,4,0,0,3,2,0,1,1,113,148,0.18303763013244123,0.5499404800278683,0.8540718579510014,0.9733810463815484,0.5624542364129871,0.4894401695511156,0.18012880672206488,171,43,0.7807257165695046,0.8061295028545163,0.9760300060045471,0.7384761899375537,0.4543404289455786,0.816206679075978,0.2663420871044704,0.7334206382245807,u2r
197,tcp,smtp,31537,8809,S0,1,0,0,4,4,1,1,1,1,2,2,0,1,1,180,104,0.07220176514889132,0.7259507863281078,0.9149660835984731,0.09022456612935348,0.7370538453437425,0.45441870936772677,0.2970879881891545,108,134,0.9447847281529677,0.519342972856051,0.12577346785754573,0.9455595532121622,0.49666233043714625,0.7041466917560444,0.8288897361629447,0.14525211987519748,normal
86,tcp,domain,26451,42304,SH,1,0,0,1,3,0,8,0,1,9,2,0,3,1,142,193,0.5063483051774296,0.26327661011084147,0.2016785065512,0.42545399375942283,0.2829272776958083,0.8856475030640213,0.06172371758798334,226,177,0.75680868733501,0.2366100540476278,0.3667672716071274,0.6646447397922504,0.09335141288618487,0.3407428556554776,0.3378004656320379,0.8147800603633718,dos
161,udp,smtp,28682,25555,S0,1,2,2,3,1,0,7,0,1,0,0,1,1,0,199,56,0.8198918453517463,0.009742158368558185,0.2418647996890131,0.07736769099023566,0.0807252175736567,0.5736345636983525,0.04290830500075771,118,240,0.9594824151860046,0.36034288687838734,0.0007058483204369637,0.5157942937002793,0.99375083710013,0.4662391635038735,0.5862907719648213,0.2502831279201376,dos
11,tcp,ftp,35719,28747,SF,0,1,0,4,3,0,4,1,1,6,2,1,0,0,20,155,0.7714267652895979,0.807716962497025,0.4261376270404891,0.2786575954009981,0.8250753555172458,0.13994921804709304,0.8126820756791192,32,15,0.10156324340746636,0.7564299097973661,0.3302200896593046,0.998086358418448,0.8098706175031222,0.3552005664612248,0.7154069140791904,0.897518187503832,probe
60,udp,http,37843,24680,S0,1,1,2,3,2,0,3,0,0,6,3,1,4,1,57,78,0.20850218854494096,0.5642093858996396,0.5827339698323921,0.8848088725749539,0.9308263483854818,0.3308105415214371,0.05317927500445574,16,173,0.6436772061728541,0.2194595100907779,0.13273933319986098,0.4050391275261933,0.1657329641516353,0.35906995673213316,0.7694538318544791,0.3347493744164175,normal
50,udp,domain,48028,21326,S0,0,2,0,0,4,1,8,1,1,0,1,1,3,0,111,140,0.11783114021718133,0.5226203594077538,0.5399766787534749,0.48361991045944785,0.8781823676732736,0.022076199539925567,0.10053788463584445,102,146,0.5422110612900887,0.3005638851010002,0.3593563004611876,0.26263667909390653,0.7102012497814014,0.9937572926786926,0.6722887535606243,0.562406676607714,u2r
49,udp,ssh,32567,6731,SH,0,0,1,3,2,1,1,1,1,1,4,1,2,0,76,186,0.9745814038996138,0.9487999594005156,0.7057769933588739,0.46363119862908886,0.5726016485212565,0.10341628558226845,0.6089573186974095,68,157,0.8804759395697402,0.358996702219752,0.9467017024671558,0.27847185769876703,0.8403326408944257,0.11998850365503744,0.7935004125981571,0.5850031384214823,normal
92,tcp,ssh,14601,40359,RSTO,1,1,0,3,1,0,9,0,1,3,0,1,1,0,58,106,0.15026076480625095,0.9504135958990477,0.7637678931091493,0.41240208350056473,0.370716558848716,0.8574583883948009,0.20067247656927145,56,143,0.1399036285461308,0.8648660379504787,0.16997693881798326,0.7563551908410895,0.8631195294345665,0.23901759499648834,0.6029477256236744,0.7158043930834556,dos
186,udp,http,27696,28092,SF,1,2,2,1,0,1,9,0,1,4,1,0,2,0,9,71,0.528295453537944,0.842502990659248,0.056069085543826946,0.035186773587689846,0.04743475658445251,0.436942042296393,0.15354480560534456,218,167,0.5546596028172106,0.09306048808684253,0.4393811611805106,0.01790793808865554,0.5111827918714239,0.30165153678903367,0.8831754478354698,0.3173684441567335,dos
10,udp,ssh,19317,13479,RSTO,1,2,0,0,1,0,2,1,1,4,2,0,3,0,9,25,0.8034549116399019,0.26817162304334474,0.6467905161714294,0.6473051216046406,0.17999250941307532,0.43510500935529317,0.5583010146435329,135,141,0.17701738243152976,0.9320248424643699,0.2983187110227704,0.7614768653586648,0.4331735136247967,0.9722702759940329,0.9130767260301633,0.7129099941782074,r2l
274,udp,domain,45979,48455,SH,1,1,1,0,0,1,7,1,0,8,0,0,0,1,133,156,0.04661975988767775,0.27009167889926466,0.46241628884430286,0.373849449975027,0.10636485696781883,0.9374922991409285,0.1309439945411922,158,87,0.4026173138023027,0.3678587325217536,0.5877404892179312,0.8306642920944199,0.9077051126597621,0.6845804600220992,0.5460278438105118,0.3690705965918579,normal
166,tcp,ssh,14811,48469,SH,0,0,2,4,0,1,2,1,1,0,3,0,3,1,182,128,0.37949022115258946,0.4671663864914779,0.0891831758259305,0.0997524639968207,0.6042787930872646,0.6458332619917134,0.5927063832884631,41,35,0.23598315418598526,0.5489732429975228,0.8340605527220312,0.08546167209010713,0.5792527661914413,0.1768072589847427,0.21108243853790376,0.057680186952314694,r2l
56,udp,ssh,46321,10884,RSTO,0,0,0,4,3,1,2,0,0,7,4,0,4,0,61,76,0.7310707157452705,0.5102818858290711,0.9972510010208775,0.8779276432514327,0.5050885330847,0.47425620361299436,0.6663549254814535,176,2,0.2696931004157299,0.07140291786280539,0.8980563473192985,0.22114345514473566,0.12376726606327959,0.6312301833324147,0.7125685014574855,0.5953597731744452,u2r
155,tcp,smtp,15623,32374,SF,1,0,0,4,2,1,7,1,1,0,0,0,0,0,42,124,0.12825625087785708,0.9105224721575976,0.3995885404164691,0.2992049093900818,0.536846028932314,0.5446639137284078,0.6663692358024486,107,206,0.4556470269796602,0.5818649365213612,0.30955538428874785,0.1521968481891003,0.35861097400521114,0.5855759043145725,0.4728686232738045,0.07758064401561071,u2r
240,icmp,http,37456,3300,SF,0,0,1,3,1,0,1,1,0,7,2,0,3,1,160,76,0.7345380339753403,0.35767419607911966,0.2500545748278006,0.3705243404504961,0.9954937405468024,0.05691856415645258,0.6699011392140457,167,123,0.20759163641235379,0.5586564899095604,0.06691537833515004,0.13741643904932954,0.2133414930437486,0.16852685834740921,0.5970781913891556,0.9434594835431137,normal
218,tcp,http,27671,12677,REJ,1,2,1,2,2,0,5,1,1,2,3,1,1,0,122,76,0.39213294322787506,0.23756851597066153,0.26728352334221905,0.708874920280437,0.08040075834472404,0.9489249256578522,0.04399930327285628,51,150,0.07250149081234325,0.23054877318728484,0.18381040844337793,0.7341625007837397,0.9548492212504082,0.44255156798957274,0.11347931917437581,0.3372297985368832,r2l
84,udp,domain,24978,25133,RSTO,1,0,1,1,3,0,0,1,1,9,3,0,1,1,61,112,0.36714858372063663,0.8984819356878845,0.39484445662480616,0.4449963056473303,0.9326941897076699,0.5833522217141437,0.9102701866635554,158,8,0.31947820285325645,0.0063550413137219985,0.43869923640752007,0.21649279657565312,0.776824020341613,0.22048463516024885,0.2676685637074525,0.7252895379407328,dos
159,udp,ftp,25549,34845,S0,1,2,1,0,2,0,8,1,1,7,4,0,3,0,91,9,0.33246238991124677,0.8773276842496983,0.14244409460476093,0.6379223795165168,0.9304693248583678,0.11054185357558777,0.3099196011462535,47,100,0.17551416542913478,0.9239295823732344,0.7167397859738427,0.6011565507930742,0.6236957962415693,0.4799271988240138,0.6277443489046348,0.06712603722232946,probe
131,tcp,domain,30893,32151,SF,1,0,2,1,2,1,0,1,1,4,3,1,3,1,47,18,0.18903784657093448,0.4387770027767568,0.7690839334769395,0.5718875472705317,0.4373619594675038,0.8739206022812659,0.43651259021614486,188,196,0.5561474290891767,0.23621212603773512,0.5553813397394218,0.6890100911187058,0.3235300931458932,0.5152555457978446,0.3873556464867146,0.5990567476601473,u2r
244,udp,http,34389,16378,SF,0,1,1,0,2,1,0,1,1,5,3,1,2,0,98,182,0.6397647451398787,0.032190147814038506,0.4994254620135573,0.6584080471988559,0.5004162699443113,0.48879124597692103,0.946765384486194,172,96,0.3462635309077903,0.9356385683415152,0.449671094511342,0.6151288848201322,0.8511858047819291,0.563238630717631,0.3024410779511244,0.14720368660473826,u2r
294,udp,smtp,46422,3345,REJ,1,1,0,0,0,0,1,0,0,5,4,0,3,0,197,132,0.9756972500439917,0.146481822166605,0.9718082690114226,0.7065681328210017,0.11404784933939194,0.7314675342593686,0.7103187347779684,202,208,0.14336634920171842,0.6415081054674929,0.5853518014835617,0.7332115253267784,0.43527905102242614,0.14357174048166277,0.31762651531463115,0.22751647818159193,u2r
280,udp,smtp,12294,1347,SH,1,1,2,0,4,1,1,1,1,8,1,0,4,0,19,130,0.3733309110780423,0.30323857922604613,0.2571502389782051,0.3810878140311261,0.5953628264230986,0.7920553742898645,0.17619728760190023,65,117,0.9430994384346308,0.2500076399281307,0.463485087424072,0.22648169058074585,0.6168364270538785,0.9110613592810797,0.9187535645274953,0.8489469707649014,normal
33,udp,domain,37147,19816,RSTO,1,0,0,3,4,0,0,0,0,9,1,1,4,0,74,84,0.672999719267142,0.8189373176891341,0.6060270455001008,0.1682562630626525,0.27914289098894884,0.6272629675376075,0.9606868678725156,8,235,0.7921074552442329,0.06443543185657752,0.7276126248532616,0.555501160285968,0.6744442509683206,0.7903629331166578,0.09980446559968592,0.9931931947186755,dos
140,tcp,ssh,18007,21453,SF,1,0,2,0,0,0,5,0,0,8,2,0,4,0,184,105,0.3115759751378018,0.6954035715114624,0.35705839688444996,0.4687936373561318,0.22581207749779397,0.8557653732278986,0.1956269844509576,201,64,0.12616763906423034,0.03529855628810186,0.5297912868862061,0.6647872756041399,0.2802885350718508,0.08404493113526068,0.36103062061651114,0.39908909910133794,r2l
15,tcp,domain,32200,37098,SH,1,1,0,2,4,1,5,0,0,5,0,1,2,1,100,48,0.9713887090769417,0.16931609697578975,0.31422572290465967,0.24910530041734558,0.12049066828194632,0.7067003528521625,0.793201027664057,249,39,0.8153214613536991,0.8977242085332885,0.30681346314946667,0.8571206387095388,0.9404455652472103,0.48274097750975975,0.4513634795409853,0.6793559585160069,dos
185,tcp,ftp,2325,14053,SF,1,2,0,2,1,0,1,1,1,4,1,0,1,1,32,112,0.11956070225672777,0.78641458157953,0.12362257234717933,0.6455561799210142,0.19361996132252346,0.913313343195048,0.15660806519249848,3,187,0.514724140775684,0.014115776885026854,0.6925370518001845,0.4253301259604966,0.4953518342563913,0.007965694706872917,0.6962178814348017,0.04148431372182915,normal
49,icmp,ftp,8985,23527,RSTO,0,0,1,1,3,1,1,0,0,7,0,0,0,0,122,110,0.3021794774504205,0.7681163464774973,0.3357889849000909,0.4380093840071624,0.603623478575459,0.28026383202921734,0.1594328551069324,177,109,0.7031278348613249,0.020957195202106482,0.16341086996907594,0.46865705702876126,0.8273957132168964,0.969811575656943,0.1705357294804133,0.42971468189398654,u2r
20,tcp,smtp,42356,20137,SF,0,0,2,4,1,1,0,1,1,1,1,1,2,1,38,134,0.6926435060832096,0.3840526594503225,0.6089164922723903,0.10196162545404319,0.04471468541538959,0.3841157615647395,0.8543119858490584,181,143,0.7214534348990371,0.42990155512727024,0.8195844384035267,0.5710335982100139,0.2796855777785334,0.41533120412196334,0.7256642743043376,0.6977768501789113,r2l
248,tcp,ftp,9162,17641,S0,0,1,1,1,4,0,5,1,1,1,1,1,1,1,188,173,0.727121857643445,0.3121616228382258,0.8058345397666581,0.5204042518198849,0.33028493838637907,0.8210067563273384,0.010419687852728177,125,40,0.6619438399536455,0.18455153493120025,0.9494732275699933,0.7122539680412506,0.4223531400813407,0.2316597071852804,0.4493185322522216,0.42488706962514566,probe
251,udp,http,15011,40865,SF,0,0,0,2,4,1,4,1,0,7,0,1,3,0,64,13,0.883411761826303,0.27799839085238254,0.44022881759591437,0.9193929650737828,0.2718755558354352,0.7807634854692634,0.9870334498955714,195,168,0.3166934138900125,0.6281099481804792,0.6923186971146298,0.6711969638063189,0.12933743177646084,0.8326444345548546,0.378535923911411,0.8661079991249528,probe
212,udp,domain,21319,39178,SF,0,0,2,4,1,0,0,0,0,8,4,1,2,0,151,19,0.15653880385003938,0.15162739177026363,0.07965125866815082,0.6408952100042101,0.14871662915637374,0.6029233071722266,0.057155076178444064,214,108,0.7850555491366739,0.3647832121161436,0.18262999170679395,0.5176521794441474,0.3355651520860906,0.48251189956930285,0.7227055930306935,0.8307516365037428,u2r
221,tcp,ftp,33228,1651,SF,0,0,2,0,4,1,5,1,0,1,1,1,3,1,121,91,0.10475901344283634,0.8180677219712635,0.5864122980776957,0.011776032735610342,0.5766720624153993,0.37135304766785615,0.3506147527321932,215,104,0.9613739820946798,0.746620701771064,0.9310841143263959,0.024408249641073798,0.6851455778226023,0.43932708628369,0.13165583641907463,0.4669167860311477,dos
232,tcp,domain,1478,29461,S0,1,2,2,4,3,0,2,1,0,9,2,0,3,0,189,16,0.8576506836943274,0.16725334370591916,0.0479828006629045,0.6409576270496131,0.09456989721183306,0.2911894453814343,0.3031128326078272,84,16,0.2666105206850312,0.7066237452867172,0.7089266100953433,0.4565708684076467,0.9150613633449041,0.002390705694443329,0.743336718908436,0.11808799336098752,dos
287,udp,ssh,38735,36397,SH,1,0,2,2,4,1,5,0,1,4,0,1,4,1,24,31,0.47829146292287594,0.4655073219367438,0.32393091971064647,0.13818007634957596,0.3593751615381925,0.297797084869979,0.8680084703413897,136,71,0.6977418798311137,0.7846359435943229,0.4461724837174156,0.48029364752119563,0.4721828479628255,0.011177085240553719,0.8563007068561523,0.49852198206733644,r2l
219,tcp,smtp,28786,19862,SH,1,1,0,4,2,0,5,0,0,9,0,0,3,0,3,151,0.8475732149747757,0.2101635925280002,0.47218170085358147,0.18022962364518946,0.46019322155962417,0.47215586216185923,0.8701256193771807,39,242,0.9748132574289101,0.7490456740558532,0.4189228358196122,0.500354356160646,0.8730503480391717,0.5800168910935177,0.601043210773428,0.15840204946679826,r2l
225,icmp,smtp,3824,27436,RSTO,0,0,0,2,2,0,4,0,1,0,2,1,2,0,123,88,0.9889625384377493,0.7065406816521859,0.6628457226018737,0.7420879429819245,0.6498470120675779,0.03639307463862851,0.29454246535263506,0,156,0.5720519081264872,0.35541348446789844,0.33678791349420534,0.5764757588200371,0.06911146299561166,0.8338886675814,0.04274826897780981,0.6807519567807911,u2r
128,tcp,http,39250,11509,RSTO,0,1,1,1,1,1,0,1,1,2,1,0,3,0,86,56,0.2763855255796246,0.02478666901957871,0.47515792508530663,0.42844494411087897,0.9486228401789781,0.5364467550949057,0.24662151898814244,101,188,0.06552851380430313,0.8799317664385066,0.7197936864522775,0.038769589407288585,0.3567781578101965,0.728403605674683,0.3038034818396429,0.567700596528676,normal
54,tcp,ftp,6806,2100,REJ,1,0,2,0,2,1,9,1,0,4,4,1,1,0,121,10,0.8511305097307418,0.7667580407199146,0.4181382711194058,0.6483939428774608,0.12036132840889047,0.1353312120544593,0.5013028552145289,235,14,0.851639052489286,0.2112480891018046,0.2591361740448923,0.12697986262446614,0.8242774471416339,0.8476481564435913,0.633299574436648,0.8013007645658196,dos
7,tcp,http,30347,30661,RSTO,1,2,0,0,2,0,6,0,0,7,1,0,4,0,6,106,0.3880645612981506,0.685431015529542,0.1618650288230482,0.5490375827842809,0.023928268688404142,0.20033039662636087,0.18961409752434055,174,20,0.21473071397143517,0.4241130367627818,0.07289199894852882,0.8527873538380552,0.9479449343517473,0.9820004396488372,0.371265366348024,0.38782465716813286,probe
245,icmp,ssh,29777,12471,REJ,1,1,2,4,0,1,8,1,1,6,4,1,1,0,157,90,0.8004606082906026,0.1683848410818397,0.2459672033950926,0.13653936256948718,0.5838475628988596,0.7063511536376486,0.9151424622919587,215,102,0.5106125417672445,0.5518988046275476,0.40047458260359015,0.5208560969708403,0.4746237222644699,0.22446551005382498,0.5776328369094502,0.3024274109398276,r2l
53,tcp,domain,19405,49298,SF,1,2,1,4,1,1,0,0,0,2,1,0,0,0,184,187,0.3694650960239705,0.8046877204265772,0.09094345439145035,0.03402820513199578,0.6154094655551143,0.7844031572763746,0.10288904368514873,172,22,0.0029209702675238036,0.08531878679009752,0.9673810241329519,0.446969096338958,0.2060000600193852,0.5848883972635988,0.43873541946758843,0.384037875315158,normal
46,icmp,http,32249,15164,RSTO,1,0,1,0,1,0,0,1,0,9,3,1,4,0,31,64,0.9389286012949336,0.5320691611261239,0.8765390398329928,0.7276817145042355,0.32671151409090793,0.13867209399625935,0.18672061950567564,144,48,0.18278600951577217,0.4943049136466583,0.24271843045977115,0.4849685831855388,0.7744746988211293,0.08232097638659897,0.8973595937068034,0.012768320006674494,dos
32,icmp,smtp,38692,39603,REJ,1,2,0,3,0,0,5,1,0,7,4,0,4,0,113,139,0.9706924148155915,0.9610524869273548,0.8876004390463271,0.795043427786944,0.6877502753038969,0.9838847211734845,0.2519789690485468,121,32,0.04560547085201394,0.11877363180048717,0.1493010752613263,0.16863630710008926,0.21825218115628553,0.36659974011901497,0.39765169905342224,0.7267255998248243,dos
94,tcp,domain,38508,1944,SH,1,2,2,2,3,1,9,0,0,3,0,0,2,1,133,67,0.9978177683064975,0.4578752638676813,0.6557029286998747,0.03375681164625077,0.6295794453037785,0.34253601818924473,0.7679300100768569,27,252,0.9726145873637699,0.5237290607046228,0.6229088517091026,0.07244031516579896,0.24611896909175923,0.044569324447051306,0.6448507188228189,0.37534912408348187,normal
120,tcp,ssh,48275,16130,RSTO,0,0,2,1,2,0,5,1,1,7,2,1,1,1,137,193,0.6379293424114668,0.18435703873305198,0.045537537280225804,0.6347331289334822,0.8178652067747091,0.9724610897019695,0.22002353499420346,146,192,0.3797107436383701,0.9097316159336457,0.5206388205981263,0.9821776591935171,0.805349711011877,0.8684544324912354,0.5564464223711444,0.6332718771653976,dos
85,tcp,http,1976,9180,RSTO,0,1,1,4,4,0,8,0,0,6,3,0,2,1,121,195,0.11386443390810119,0.09497422278567258,0.19298553901736726,0.4684083764134991,0.7765028415949263,0.22563516327050193,0.7352437157758301,201,25,0.8699460050779269,0.2685805401635931,0.022107567355648894,0.386862614335861,0.7396178772771383,0.6471718969901558,0.47161374984289384,0.3716619132426279,normal
128,udp,ftp,49619,17489,RSTO,1,2,1,0,3,1,3,0,0,4,4,1,2,0,50,113,0.30612538027831604,0.9245476851796957,0.42178731965222815,0.4226110144857115,0.232892613174151,0.9886018648756851,0.2790363722446022,3,26,0.6200503241877643,0.3536292023196296,0.8445072732020006,0.3610208734238427,0.832547657540827,0.704675185628393,0.1709246925166732,0.6022259481212384,dos
81,tcp,ssh,13232,40009,REJ,1,0,1,0,3,0,0,0,0,8,0,1,0,1,176,187,0.17434905361210717,0.09744821956534921,0.1854251500762394,0.7464254693371799,0.2900482716924975,0.971843047491458,0.4679391267209758,128,53,0.9871748616698739,0.6283835706441965,0.11678862959748415,0.20806696223399002,0.10770380162963678,0.20572743787322734,0.18441257576720405,0.18551704458800167,r2l
245,tcp,ssh,19051,35287,REJ,1,0,2,1,3,0,2,1,0,3,2,0,3,1,105,122,0.2740173678120028,0.3089539976172292,0.9656108347632879,0.04062503239746673,0.9689244823725296,0.419549337790729,0.31899543497910465,23,151,0.5037589351540158,0.4934801244673592,0.23273145332499667,0.40378036660089556,0.6751760361486082,0.18879345932166525,0.9587851307298261,0.47045621831034534,u2r
130,tcp,smtp,8838,16195,SH,1,2,2,1,2,1,2,0,1,8,2,1,4,1,146,136,0.5565972114958754,0.6347271530614247,0.019428016965696515,0.12398790476371946,0.05965827237335508,0.8828303986871807,0.1772881224099052,141,219,0.07194875487346031,0.47484737122980347,0.6545590601069867,0.21112981759961802,0.6366917200077699,0.01854524805347635,0.9143547292260205,0.6086302113920554,probe
268,tcp,ftp,44250,3192,S0,1,0,1,3,2,0,2,0,0,6,4,0,0,1,10,103,0.6011389589605824,0.6601019952637373,0.8405648149902822,0.8209467150843794,0.6962384012239269,0.5655194211621533,0.553797122064981,60,81,0.05737095047249596,0.8358383129052123,0.9151101519312159,0.9864237181223398,0.9308220262288486,0.44662934612782657,0.7303499811652359,0.9449992137331019,normal
266,icmp,smtp,14903,12024,S0,0,0,2,2,2,1,4,1,0,4,3,1,1,1,4,6,0.5510522232460732,0.9489755735723785,0.7441075625314275,0.5458222152700093,0.5670989028662566,0.1779711272193205,0.01667676383362582,47,79,0.3897901680312017,0.3435991877944,0.14253520227700112,0.2261574359139028,0.9302137037524271,0.5594707495264595,0.5063899067116149,0.8175587968897333,normal
94,udp,domain,25582,13179,SH,1,0,2,1,0,1,7,1,1,5,4,1,0,1,167,184,0.8781435518411227,0.11256852634264447,0.9152170827432349,0.037084016983105594,0.48366149627552024,0.04462656821660982,0.3426629060700549,78,140,0.7387731692922422,0.6974973931844404,0.4793241246088902,0.6133422463973903,0.8757326910557619,0.6261427692428531,0.10213755013742876,0.6877589237086209,normal
212,icmp,smtp,1384,49736,SH,0,1,2,1,2,1,0,1,1,1,3,1,2,1,139,105,0.9350488847926246,0.16457344890890158,0.7402023150813347,0.15723374575216975,0.13787305534913474,0.7491103789725826,0.9573706156757898,157,67,0.26443064332003585,0.7340813660227585,0.7504542335483001,0.5229474043313513,0.24540813853644294,0.9010027069548128,0.4437092942118218,0.48992571337185853,probe
39,icmp,smtp,46144,19108,S0,0,0,0,2,1,0,4,0,1,5,1,1,2,1,122,157,0.3865675269727269,0.3617155993408059,0.17423792699467355,0.5398017399638512,0.8903639931289445,0.7540736287998232,0.7014803182883399,142,204,0.6221525173517899,0.4672932804680978,0.09094337581905532,0.9172385484349207,0.8044706945803204,0.8610958836562621,0.819409668921405,0.2719191737642169,u2r
154,tcp,http,837,1551,REJ,0,0,0,4,1,1,2,0,0,4,4,1,4,1,85,42,0.9957166948901373,0.7724577910297895,0.09307703718048232,0.36491556419274296,0.9344956415758322,0.23642065058080797,0.0005304396876245621,51,187,0.5823499325071441,0.025950670626111116,0.9559522035357468,0.7585736237378317,0.2180605752587863,0.3152621874938474,0.17977862607414674,0.07534229739953391,dos
18,tcp,ssh,41520,14202,S0,0,2,1,1,1,1,0,0,1,4,1,0,1,0,129,115,0.19202315007415394,0.8101987904191679,0.585925414722249,0.2576966912630725,0.01122146060394813,0.8491168762160528,0.9485429734950725,74,45,0.2670627306768705,0.14836467229273287,0.11230301644294638,0.2659308149882389,0.1396439241109313,0.13382923684140824,0.09360565559636413,0.7953427435439603,probe
123,udp,ftp,9360,36227,SH,1,1,1,2,3,1,7,1,0,5,3,1,4,1,103,73,0.16982630039314972,0.20521286417889895,0.20095712546578837,0.4540838095852616,0.46919911928483404,0.6077247828584804,0.2998492171230859,228,233,0.7157159408013298,0.9313865028076815,0.39034297201862245,0.2485960464644994,0.6049674747463514,0.3231038605305886,0.821884520316917,0.07979595506076287,r2l
205,udp,http,23416,5370,REJ,1,1,0,4,1,0,2,1,1,5,3,1,3,1,143,186,0.6138619751557886,0.9847999656618162,0.31516657126635317,0.047783476209967035,0.7831496730250159,0.03253702716568041,0.12362767302356226,247,151,0.33042692146982944,0.16441320523930114,0.7043895958862558,0.3169010470860467,0.3302606731291827,0.5320356082529701,0.37176340733489144,0.3572475194424345,dos
